tempo_arduino_micro_s,valor_ADC,tempo_arduino_s
1733928,20,1.733928
1734548,17,1.734548
1735172,11,1.735172
1735804,10,1.735804
1736424,15,1.736424
1737052,23,1.737052
1737676,20,1.737676
1738300,15,1.7383
1738928,15,1.738928
1739548,16,1.739548
1740176,18,1.740176
1740804,20,1.740804
1741420,21,1.74142
1742048,21,1.742048
1742672,18,1.742672
1743300,11,1.7433
1743932,13,1.743932
1744552,13,1.744552
1745180,18,1.74518
1745804,24,1.745804
1746432,20,1.746432
1747064,22,1.747064
1747680,26,1.74768
1748308,17,1.748308
1748932,14,1.748932
1749556,13,1.749556
1750184,28,1.750184
1750808,39,1.750808
1751436,42,1.751436
1752060,48,1.75206
1752688,21,1.752688
1753316,21,1.753316
1753940,32,1.75394
1754568,30,1.754568
1755200,35,1.7552
1755816,34,1.755816
1756448,21,1.756448
1757068,21,1.757068
1757700,17,1.7577
1758328,18,1.758328
1758952,27,1.758952
1759580,26,1.75958
1760208,19,1.760208
1760828,15,1.760828
1761460,12,1.76146
1762080,37,1.76208
1762708,53,1.762708
1763336,56,1.763336
1763952,62,1.763952
1764580,53,1.76458
1765204,41,1.765204
1765832,37,1.765832
1766460,38,1.76646
1767076,35,1.767076
1767708,19,1.767708
1768328,10,1.768328
1768956,15,1.768956
1769588,18,1.769588
1770208,23,1.770208
1770836,31,1.770836
1771460,34,1.77146
1772084,35,1.772084
1772712,26,1.772712
1773336,23,1.773336
1773964,28,1.773964
1774588,20,1.774588
1775216,17,1.775216
1775844,14,1.775844
1776468,14,1.776468
1777100,10,1.7771
1777728,10,1.777728
1778344,18,1.778344
1778976,19,1.778976
1779600,15,1.7796
1780228,17,1.780228
1780860,36,1.78086
1781480,49,1.78148
1782108,43,1.782108
1782732,25,1.782732
1783356,22,1.783356
1783984,21,1.783984
1784608,19,1.784608
1785236,10,1.785236
1785868,12,1.785868
1786488,20,1.786488
1787116,26,1.787116
1787740,21,1.78774
1788372,16,1.788372
1789000,14,1.789
1789624,17,1.789624
1790252,27,1.790252
1790876,33,1.790876
1791504,21,1.791504
1792132,15,1.792132
1792748,16,1.792748
1793380,18,1.79338
1794000,18,1.794
1794624,15,1.794624
1795252,12,1.795252
1795872,13,1.795872
1796500,20,1.7965
1797128,31,1.797128
1797744,37,1.797744
1798376,38,1.798376
1799000,33,1.799
1799628,26,1.799628
1800260,20,1.80026
1800880,21,1.80088
1801508,15,1.801508
1802132,10,1.802132
1802760,17,1.80276
1803388,24,1.803388
1804008,23,1.804008
1804636,23,1.804636
1805260,24,1.80526
1805880,16,1.80588
1806512,11,1.806512
1807128,13,1.807128
1807756,15,1.807756
1808380,14,1.80838
1809008,15,1.809008
1809636,15,1.809636
1810260,11,1.81026
1810888,15,1.810888
1811516,13,1.811516
1812136,13,1.812136
1812764,19,1.812764
1813388,23,1.813388
1814016,26,1.814016
1814648,33,1.814648
1815264,40,1.815264
1815892,28,1.815892
1816516,21,1.816516
1817140,16,1.81714
1817768,15,1.817768
1818392,19,1.818392
1819020,22,1.81902
1819644,26,1.819644
1820272,31,1.820272
1820900,25,1.8209
1821524,11,1.821524
1822152,9,1.822152
1822732,10,1.822732
1823356,12,1.823356
1823984,16,1.823984
1824608,13,1.824608
1825240,16,1.82524
1825868,14,1.825868
1826488,14,1.826488
1827116,19,1.827116
1827740,23,1.82774
1828364,14,1.828364
1828992,10,1.828992
1829616,12,1.829616
1830244,20,1.830244
1830868,43,1.830868
1831492,56,1.831492
1832124,50,1.832124
1832744,38,1.832744
1833372,28,1.833372
1834004,16,1.834004
1834624,18,1.834624
1835252,19,1.835252
1835876,19,1.835876
1836508,14,1.836508
1837136,11,1.837136
1837760,17,1.83776
1838388,11,1.838388
1839012,13,1.839012
1839640,21,1.83964
1840268,26,1.840268
1840888,19,1.840888
1841516,18,1.841516
1842140,16,1.84214
1842764,15,1.842764
1843396,10,1.843396
1844012,10,1.844012
1844644,10,1.844644
1845272,11,1.845272
1845888,11,1.845888
1846516,12,1.846516
1847140,19,1.84714
1847768,33,1.847768
1848396,43,1.848396
1849016,44,1.849016
1849644,37,1.849644
1850264,21,1.850264
1850888,16,1.850888
1851516,12,1.851516
1852136,13,1.852136
1852764,17,1.852764
1853388,11,1.853388
1854012,10,1.854012
1854644,12,1.854644
1855264,13,1.855264
1855892,13,1.855892
1856524,16,1.856524
1857144,21,1.857144
1857772,23,1.857772
1858396,16,1.858396
1859024,15,1.859024
1859652,14,1.859652
1860272,13,1.860272
1860900,10,1.8609
1861524,16,1.861524
1862148,27,1.862148
1862780,16,1.86278
1863400,11,1.8634
1864028,25,1.864028
1864652,56,1.864652
1865276,67,1.865276
1865904,64,1.865904
1866520,45,1.86652
1867152,27,1.867152
1867780,17,1.86778
1868400,11,1.8684
1869028,24,1.869028
1869652,32,1.869652
1870280,26,1.87028
1870912,26,1.870912
1871528,17,1.871528
1872156,16,1.872156
1872780,29,1.87278
1873412,33,1.873412
1874040,22,1.87404
1874664,14,1.874664
1875292,16,1.875292
1875916,15,1.875916
1876540,18,1.87654
1877168,26,1.877168
1877792,22,1.877792
1878420,11,1.87842
1879052,14,1.879052
1879672,26,1.879672
1880304,30,1.880304
1880928,29,1.880928
1881556,29,1.881556
1882188,17,1.882188
1882808,13,1.882808
1883436,14,1.883436
1884064,15,1.884064
1884688,15,1.884688
1885316,18,1.885316
1885936,20,1.885936
1886564,10,1.886564
1887188,15,1.887188
1887812,22,1.887812
1888444,22,1.888444
1889064,29,1.889064
1889692,34,1.889692
1890320,17,1.89032
1890944,17,1.890944
1891572,18,1.891572
1892196,23,1.892196
1892828,17,1.892828
1893456,11,1.893456
1894076,20,1.894076
1894704,26,1.894704
1895328,19,1.895328
1895952,13,1.895952
1896580,10,1.89658
1897200,23,1.8972
1897828,35,1.897828
1898452,27,1.898452
1899076,18,1.899076
1899708,16,1.899708
1900328,22,1.900328
1900956,18,1.900956
1901588,14,1.901588
1902208,13,1.902208
1902836,10,1.902836
1903464,14,1.903464
1904092,17,1.904092
1904724,13,1.904724
1905344,14,1.905344
1905972,13,1.905972
1906596,14,1.906596
1907220,24,1.90722
1907852,22,1.907852
1908472,20,1.908472
1909100,14,1.9091
1909728,15,1.909728
1910352,11,1.910352
1910984,10,1.910984
1911600,13,1.9116
1912232,14,1.912232
1912864,17,1.912864
1913480,26,1.91348
1914112,37,1.914112
1914736,48,1.914736
1915368,48,1.915368
1915996,34,1.915996
1916616,27,1.916616
1917248,18,1.917248
1917872,15,1.917872
1918496,10,1.918496
1919128,10,1.919128
1919744,19,1.919744
1920380,30,1.92038
1921000,28,1.921
1921624,21,1.921624
1922252,18,1.922252
1922872,15,1.922872
1923500,14,1.9235
1924132,20,1.924132
1924752,23,1.924752
1925380,20,1.92538
1926004,16,1.926004
1926632,13,1.926632
1927264,17,1.927264
1927880,19,1.92788
1928508,15,1.928508
1929132,21,1.929132
1929756,21,1.929756
1930384,21,1.930384
1931000,26,1.931
1931632,40,1.931632
1932256,35,1.932256
1932880,32,1.93288
1933508,26,1.933508
1934128,22,1.934128
1934756,13,1.934756
1935388,10,1.935388
1936008,20,1.936008
1936636,30,1.936636
1937260,24,1.93726
1937888,27,1.937888
1938520,38,1.93852
1939136,25,1.939136
1939768,18,1.939768
1940392,29,1.940392
1941016,28,1.941016
1941644,14,1.941644
1942264,17,1.942264
1942892,18,1.942892
1943516,15,1.943516
1944144,11,1.944144
1944772,11,1.944772
1945392,29,1.945392
1946024,45,1.946024
1946652,32,1.946652
1947272,45,1.947272
1947900,60,1.9479
1948524,46,1.948524
1949152,28,1.949152
1949784,19,1.949784
1950400,16,1.9504
1951032,25,1.951032
1951656,17,1.951656
1952280,12,1.95228
1952908,21,1.952908
1953528,21,1.953528
1954156,20,1.954156
1954780,17,1.95478
1955404,17,1.955404
1956036,16,1.956036
1956656,15,1.956656
1957284,17,1.957284
1957916,14,1.957916
1958536,17,1.958536
1959164,16,1.959164
1959788,13,1.959788
1960420,13,1.96042
1961048,18,1.961048
1961672,15,1.961672
1962300,11,1.9623
1962924,10,1.962924
1963548,15,1.963548
1964180,36,1.96418
1964800,47,1.9648
1965428,38,1.965428
1966052,22,1.966052
1966680,15,1.96668
1967308,14,1.967308
1967928,15,1.967928
1968556,17,1.968556
1969188,11,1.969188
1969808,12,1.969808
1970436,11,1.970436
1971060,11,1.97106
1971692,10,1.971692
1972320,11,1.97232
1972936,11,1.972936
1973564,11,1.973564
1974188,17,1.974188
1974812,26,1.974812
1975440,18,1.97544
1976064,16,1.976064
1976692,14,1.976692
1977316,11,1.977316
1977940,17,1.97794
1978568,29,1.978568
1979192,23,1.979192
1979820,22,1.97982
1980452,38,1.980452
1981072,48,1.981072
1981700,44,1.9817
1982324,26,1.982324
1982956,17,1.982956
1983584,15,1.983584
1984208,15,1.984208
1984836,11,1.984836
1985460,13,1.98546
1986080,17,1.98608
1986712,23,1.986712
1987328,23,1.987328
1987956,20,1.987956
1988580,18,1.98858
1989204,18,1.989204
1989832,23,1.989832
1990452,27,1.990452
1991080,19,1.99108
1991708,14,1.991708
1992328,15,1.992328
1992956,15,1.992956
1993580,15,1.99358
1994212,11,1.994212
1994840,12,1.99484
1995464,10,1.995464
1996096,12,1.996096
1996720,12,1.99672
1997344,11,1.997344
1997972,16,1.997972
1998592,32,1.998592
1999220,38,1.99922
1999844,41,1.999844
2000468,49,2.000468
2001096,55,2.001096
2001720,37,2.00172
2002348,12,2.002348
2002976,13,2.002976
2003600,23,2.0036
2004228,23,2.004228
2004852,28,2.004852
2005480,23,2.00548
2006108,19,2.006108
2006728,25,2.006728
2007356,24,2.007356
2007980,19,2.00798
2008604,14,2.008604
2009232,14,2.009232
2009856,15,2.009856
2010484,20,2.010484
2011108,29,2.011108
2011732,29,2.011732
2012360,22,2.01236
2012984,25,2.012984
2013612,33,2.013612
2014240,41,2.01424
2014864,30,2.014864
2015492,20,2.015492
2016116,17,2.016116
2016748,15,2.016748
2017376,19,2.017376
2017996,17,2.017996
2018624,11,2.018624
2019248,11,2.019248
2019872,13,2.019872
2020500,19,2.0205
2021120,23,2.02112
2021748,27,2.021748
2022372,34,2.022372
2023000,27,2.023
2023628,19,2.023628
2024248,20,2.024248
2024876,16,2.024876
2025508,14,2.025508
2026128,18,2.026128
2026756,30,2.026756
2027380,30,2.02738
2028012,17,2.028012
2028640,10,2.02864
2029264,11,2.029264
2029892,14,2.029892
2030516,33,2.030516
2031140,51,2.03114
2031772,59,2.031772
2032392,49,2.032392
2033020,29,2.03302
2033644,17,2.033644
2034268,15,2.034268
2034900,11,2.0349
2035524,11,2.035524
2036152,15,2.036152
2036784,17,2.036784
2037404,23,2.037404
2038032,27,2.038032
2038656,23,2.038656
2039288,23,2.039288
2039916,20,2.039916
2040536,17,2.040536
2041164,14,2.041164
2041792,17,2.041792
2042416,15,2.042416
2043044,12,2.043044
2043664,11,2.043664
2044292,13,2.044292
2044920,21,2.04492
2045544,16,2.045544
2046172,18,2.046172
2046800,27,2.0468
2047428,30,2.047428
2048060,29,2.04806
2048676,26,2.048676
2049304,21,2.049304
2049924,18,2.049924
2050552,21,2.050552
2051180,19,2.05118
2051800,11,2.0518
2052428,14,2.052428
2053048,25,2.053048
2053668,35,2.053668
2054300,35,2.0543
2054920,30,2.05492
2055548,31,2.055548
2056168,14,2.056168
2056792,13,2.056792
2057420,16,2.05742
2058040,24,2.05804
2058668,21,2.058668
2059296,16,2.059296
2059912,13,2.059912
2060540,15,2.06054
2061164,22,2.061164
2061792,34,2.061792
2062420,34,2.06242
2063036,43,2.063036
2063668,49,2.063668
2064288,47,2.064288
2064912,46,2.064912
2065540,38,2.06554
2066160,25,2.06616
2066788,14,2.066788
2067412,15,2.067412
2068032,13,2.068032
2068664,16,2.068664
2069280,25,2.06928
2069908,20,2.069908
2070536,12,2.070536
2071152,10,2.071152
2071780,12,2.07178
2072404,10,2.072404
2073032,18,2.073032
2073660,25,2.07366
2074276,29,2.074276
2074908,26,2.074908
2075528,19,2.075528
2076156,15,2.076156
2076788,10,2.076788
2077408,11,2.077408
2078036,13,2.078036
2078660,17,2.07866
2079284,23,2.079284
2079912,34,2.079912
2080536,40,2.080536
2081164,45,2.081164
2081788,42,2.081788
2082408,33,2.082408
2083036,24,2.083036
2083660,20,2.08366
2084288,17,2.084288
2084916,10,2.084916
2085536,15,2.085536
2086164,25,2.086164
2086788,31,2.086788
2087416,47,2.087416
2088044,50,2.088044
2088664,50,2.088664
2089292,45,2.089292
2089912,37,2.089912
2090536,23,2.090536
2091164,14,2.091164
2091784,19,2.091784
2092412,24,2.092412
2093036,38,2.093036
2093656,47,2.093656
2094288,40,2.094288
2094904,33,2.094904
2095532,19,2.095532
2096160,10,2.09616
2096780,11,2.09678
2097412,17,2.097412
2098036,41,2.098036
2098664,63,2.098664
2099292,58,2.099292
2099908,44,2.099908
2100540,31,2.10054
2101160,23,2.10116
2101784,14,2.101784
2102412,10,2.102412
2103028,30,2.103028
2103660,45,2.10366
2104284,54,2.104284
2104908,62,2.104908
2105536,42,2.105536
2106156,24,2.106156
2106784,14,2.106784
2107412,14,2.107412
2108032,20,2.108032
2108660,18,2.10866
2109284,19,2.109284
2109916,14,2.109916
2110544,12,2.110544
2111160,16,2.11116
2111792,23,2.111792
2112416,29,2.112416
2113036,30,2.113036
2113668,32,2.113668
2114288,38,2.114288
2114916,33,2.114916
2115540,22,2.11554
2116164,18,2.116164
2116792,17,2.116792
2117408,17,2.117408
2118040,11,2.11804
2118668,10,2.118668
2119288,13,2.119288
2119916,11,2.119916
2120540,14,2.12054
2121168,12,2.121168
2121800,14,2.1218
2122416,15,2.122416
2123044,17,2.123044
2123668,24,2.123668
2124296,25,2.124296
2124924,22,2.124924
2125544,20,2.125544
2126172,17,2.126172
2126796,11,2.126796
2127420,14,2.12742
2128048,17,2.128048
2128664,19,2.128664
2129296,21,2.129296
2129916,22,2.129916
2130544,29,2.130544
2131172,35,2.131172
2131796,45,2.131796
2132428,42,2.132428
2133056,31,2.133056
2133672,23,2.133672
2134300,20,2.1343
2134924,12,2.134924
2135556,16,2.135556
2136184,19,2.136184
2136800,18,2.1368
2137432,24,2.137432
2138056,30,2.138056
2138680,26,2.13868
2139308,24,2.139308
2139928,25,2.139928
2140556,23,2.140556
2141180,18,2.14118
2141808,20,2.141808
2142436,19,2.142436
2143060,12,2.14306
2143692,16,2.143692
2144320,11,2.14432
2144936,13,2.144936
2145568,16,2.145568
2146192,32,2.146192
2146820,51,2.14682
2147452,58,2.147452
2148072,54,2.148072
2148700,41,2.1487
2149324,28,2.149324
2149948,17,2.149948
2150580,16,2.15058
2151200,16,2.1512
2151828,10,2.151828
2152456,10,2.152456
2153072,11,2.153072
2153704,12,2.153704
2154324,13,2.154324
2154956,26,2.154956
2155584,32,2.155584
2156208,31,2.156208
2156836,35,2.156836
2157460,21,2.15746
2158084,16,2.158084
2158716,15,2.158716
2159336,16,2.159336
2159968,18,2.159968
2160592,27,2.160592
2161216,32,2.161216
2161844,27,2.161844
2162464,27,2.162464
2163092,27,2.163092
2163724,34,2.163724
2164344,31,2.164344
2164972,34,2.164972
2165596,31,2.165596
2166224,23,2.166224
2166856,17,2.166856
2167472,15,2.167472
2168104,13,2.168104
2168728,14,2.168728
2169352,14,2.169352
2169980,10,2.16998
2170600,11,2.1706
2171228,21,2.171228
2171852,34,2.171852
2172476,40,2.172476
2173104,42,2.173104
2173728,40,2.173728
2174356,21,2.174356
2174988,14,2.174988
2175608,14,2.175608
2176240,16,2.17624
2176860,13,2.17686
2177488,11,2.177488
2178116,10,2.178116
2178736,15,2.178736
2179364,24,2.179364
2179988,23,2.179988
2180612,50,2.180612
2181244,68,2.181244
2181864,66,2.181864
2182492,51,2.182492
2183116,38,2.183116
2183740,20,2.18374
2184368,16,2.184368
2184984,17,2.184984
2185612,15,2.185612
2186236,16,2.186236
2186864,20,2.186864
2187492,18,2.187492
2188116,24,2.188116
2188748,25,2.188748
2189376,23,2.189376
2190000,15,2.19
2190628,15,2.190628
2191252,19,2.191252
2191880,23,2.19188
2192508,14,2.192508
2193128,20,2.193128
2193756,21,2.193756
2194380,13,2.19438
2195004,13,2.195004
2195636,14,2.195636
2196256,15,2.196256
2196884,25,2.196884
2197516,48,2.197516
2198136,63,2.198136
2198768,55,2.198768
2199392,35,2.199392
2200020,28,2.20002
2200652,22,2.200652
2201272,20,2.201272
2201904,11,2.201904
2202524,19,2.202524
2203148,31,2.203148
2203780,32,2.20378
2204400,31,2.2044
2205028,25,2.205028
2205652,15,2.205652
2206276,16,2.206276
2206908,18,2.206908
2207528,19,2.207528
2208156,17,2.208156
2208788,18,2.208788
2209408,21,2.209408
2210036,22,2.210036
2210660,19,2.21066
2211292,11,2.211292
2211920,10,2.21192
2212544,27,2.212544
2213172,34,2.213172
2213796,39,2.213796
2214420,46,2.21442
2215048,53,2.215048
2215664,41,2.215664
2216296,37,2.216296
2216920,23,2.21692
2217544,19,2.217544
2218172,15,2.218172
2218792,15,2.218792
2219424,11,2.219424
2220052,19,2.220052
2220672,18,2.220672
2221304,18,2.221304
2221928,25,2.221928
2222556,28,2.222556
2223188,20,2.223188
2223808,18,2.223808
2224436,14,2.224436
2225064,14,2.225064
2225684,14,2.225684
2226316,12,2.226316
2226936,12,2.226936
2227568,11,2.227568
2228188,10,2.228188
2228812,10,2.228812
2229444,10,2.229444
2230064,22,2.230064
2230692,40,2.230692
2231324,54,2.231324
2231944,46,2.231944
2232576,27,2.232576
2233200,18,2.2332
2233828,15,2.233828
2234460,14,2.23446
2235080,13,2.23508
2235708,17,2.235708
2236336,25,2.236336
2236960,17,2.23696
2237588,16,2.237588
2238208,12,2.238208
2238840,11,2.23884
2239464,10,2.239464
2240088,16,2.240088
2240716,21,2.240716
2241336,25,2.241336
2241964,19,2.241964
2242592,15,2.242592
2243216,19,2.243216
2243844,20,2.243844
2244468,18,2.244468
2245096,17,2.245096
2245724,24,2.245724
2246344,31,2.246344
2246976,30,2.246976
2247600,29,2.2476
2248220,42,2.24822
2248852,41,2.248852
2249472,27,2.249472
2250100,17,2.2501
2250728,18,2.250728
2251352,12,2.251352
2251980,16,2.25198
2252600,36,2.2526
2253232,44,2.253232
2253860,28,2.25386
2254480,27,2.25448
2255108,26,2.255108
2255732,11,2.255732
2256360,15,2.25636
2256988,14,2.256988
2257608,16,2.257608
2258236,20,2.258236
2258860,15,2.25886
2259484,16,2.259484
2260112,23,2.260112
2260728,18,2.260728
2261360,11,2.26136
2261984,11,2.261984
2262608,11,2.262608
2263236,13,2.263236
2263856,20,2.263856
2264484,34,2.264484
2265116,48,2.265116
2265736,40,2.265736
2266364,26,2.266364
2266988,32,2.266988
2267620,35,2.26762
2268248,16,2.268248
2268864,10,2.268864
2269492,14,2.269492
2270116,20,2.270116
2270740,29,2.27074
2271372,20,2.271372
2271992,16,2.271992
2272624,17,2.272624
2273248,22,2.273248
2273872,26,2.273872
2274500,20,2.2745
2275120,15,2.27512
2275748,16,2.275748
2276380,18,2.27638
2277000,17,2.277
2277628,17,2.277628
2278252,20,2.278252
2278884,15,2.278884
2279512,15,2.279512
2280136,26,2.280136
2280764,30,2.280764
2281388,41,2.281388
2282012,31,2.282012
2282644,24,2.282644
2283264,15,2.283264
2283892,14,2.283892
2284516,13,2.284516
2285140,11,2.28514
2285772,16,2.285772
2286392,25,2.286392
2287024,21,2.287024
2287652,12,2.287652
2288272,11,2.288272
2288900,10,2.2889
2289524,13,2.289524
2290156,18,2.290156
2290788,20,2.290788
2291408,15,2.291408
2292036,15,2.292036
2292660,15,2.29266
2293288,11,2.293288
2293916,11,2.293916
2294536,18,2.294536
2295164,18,2.295164
2295788,10,2.295788
2296412,11,2.296412
2297040,22,2.29704
2297664,47,2.297664
2298292,50,2.298292
2298924,32,2.298924
2299544,23,2.299544
2300172,15,2.300172
2300796,14,2.300796
2301428,16,2.301428
2302060,18,2.30206
2302680,11,2.30268
2303312,25,2.303312
2303936,33,2.303936
2304560,23,2.30456
2305188,15,2.305188
2305808,14,2.305808
2306436,11,2.306436
2307060,15,2.30706
2307684,16,2.307684
2308312,19,2.308312
2308936,18,2.308936
2309564,13,2.309564
2310196,12,2.310196
2310816,16,2.310816
2311444,15,2.311444
2312068,17,2.312068
2312696,14,2.312696
2313328,25,2.313328
2313944,45,2.313944
2314576,36,2.314576
2315200,25,2.3152
2315820,20,2.31582
2316452,22,2.316452
2317072,17,2.317072
2317700,16,2.3177
2318324,16,2.318324
2318948,30,2.318948
2319580,26,2.31958
2320204,12,2.320204
2320832,14,2.320832
2321460,10,2.32146
2322080,15,2.32208
2322708,15,2.322708
2323332,15,2.323332
2323960,26,2.32396
2324592,28,2.324592
2325208,21,2.325208
2325836,15,2.325836
2326460,20,2.32646
2327084,26,2.327084
2327712,22,2.327712
2328336,17,2.328336
2328964,17,2.328964
2329588,23,2.329588
2330212,33,2.330212
2330844,38,2.330844
2331468,54,2.331468
2332100,50,2.3321
2332728,31,2.332728
2333348,15,2.333348
2333976,17,2.333976
2334604,25,2.334604
2335232,30,2.335232
2335864,22,2.335864
2336480,13,2.33648
2337112,13,2.337112
2337736,13,2.337736
2338356,11,2.338356
2338988,16,2.338988
2339608,30,2.339608
2340236,25,2.340236
2340860,22,2.34086
2341488,15,2.341488
2342116,17,2.342116
2342740,21,2.34274
2343372,21,2.343372
2344000,19,2.344
2344616,13,2.344616
2345248,17,2.345248
2345872,18,2.345872
2346500,15,2.3465
2347132,21,2.347132
2347752,34,2.347752
2348384,32,2.348384
2349008,33,2.349008
2349632,31,2.349632
2350260,27,2.35026
2350880,21,2.35088
2351508,13,2.351508
2352140,9,2.35214
2352708,15,2.352708
2353340,24,2.35334
2353960,25,2.35396
2354588,24,2.354588
2355220,17,2.35522
2355840,14,2.35584
2356468,24,2.356468
2357092,36,2.357092
2357724,31,2.357724
2358352,26,2.358352
2358972,24,2.358972
2359600,17,2.3596
2360224,21,2.360224
2360852,10,2.360852
2361480,27,2.36148
2362096,43,2.362096
2362728,37,2.362728
2363352,35,2.363352
2363976,45,2.363976
2364608,45,2.364608
2365224,34,2.365224
2365856,29,2.365856
2366484,27,2.366484
2367104,25,2.367104
2367736,19,2.367736
2368360,14,2.36836
2368988,10,2.368988
2369620,10,2.36962
2370240,10,2.37024
2370868,11,2.370868
2371492,13,2.371492
2372116,13,2.372116
2372748,18,2.372748
2373368,29,2.373368
2373996,31,2.373996
2374624,16,2.374624
2375248,15,2.375248
2375876,15,2.375876
2376496,11,2.376496
2377124,13,2.377124
2377756,10,2.377756
2378376,16,2.378376
2379004,21,2.379004
2379632,28,2.379632
2380260,33,2.38026
2380892,42,2.380892
2381512,44,2.381512
2382140,31,2.38214
2382764,20,2.382764
2383388,17,2.383388
2384020,14,2.38402
2384640,13,2.38464
2385268,19,2.385268
2385892,26,2.385892
2386516,28,2.386516
2387148,18,2.387148
2387768,18,2.387768
2388396,17,2.388396
2389028,12,2.389028
2389648,15,2.389648
2390280,18,2.39028
2390904,24,2.390904
2391532,24,2.391532
2392164,25,2.392164
2392784,24,2.392784
2393416,22,2.393416
2394040,13,2.39404
2394664,20,2.394664
2395296,31,2.395296
2395912,35,2.395912
2396544,37,2.396544
2397168,48,2.397168
2397792,52,2.397792
2398424,37,2.398424
2399048,27,2.399048
2399680,25,2.39968
2400308,19,2.400308
2400928,22,2.400928
2401556,13,2.401556
2402180,19,2.40218
2402812,20,2.402812
2403440,19,2.40344
2404060,20,2.40406
2404688,23,2.404688
2405312,25,2.405312
2405936,21,2.405936
2406564,11,2.406564
2407184,16,2.407184
2407812,15,2.407812
2408436,16,2.408436
2409060,23,2.40906
2409688,11,2.409688
2410312,13,2.410312
2410940,13,2.41094
2411572,10,2.411572
2412192,11,2.412192
2412820,32,2.41282
2413444,59,2.413444
2414076,58,2.414076
2414704,44,2.414704
2415328,35,2.415328
2415960,29,2.41596
2416584,18,2.416584
2417208,15,2.417208
2417836,17,2.417836
2418456,19,2.418456
2419084,12,2.419084
2419712,26,2.419712
2420336,28,2.420336
2420964,26,2.420964
2421588,24,2.421588
2422220,19,2.42222
2422852,24,2.422852
2423472,30,2.423472
2424104,32,2.424104
2424728,18,2.424728
2425352,15,2.425352
2425980,28,2.42598
2426600,39,2.4266
2427232,17,2.427232
2427852,26,2.427852
2428480,40,2.42848
2429108,28,2.429108
2429728,25,2.429728
2430356,44,2.430356
2430988,51,2.430988
2431608,49,2.431608
2432240,45,2.43224
2432860,43,2.43286
2433492,35,2.433492
2434120,26,2.43412
2434744,15,2.434744
2435372,10,2.435372
2435996,12,2.435996
2436620,14,2.43662
2437252,19,2.437252
2437872,28,2.437872
2438500,29,2.4385
2439124,25,2.439124
2439748,23,2.439748
2440380,20,2.44038
2441000,17,2.441
2441628,23,2.441628
2442260,26,2.44226
2442880,13,2.44288
2443508,27,2.443508
2444132,23,2.444132
2444764,21,2.444764
2445396,25,2.445396
2446016,28,2.446016
2446644,23,2.446644
2447272,26,2.447272
2447896,31,2.447896
2448524,24,2.448524
2449144,21,2.449144
2449772,18,2.449772
2450396,17,2.450396
2451024,14,2.451024
2451656,10,2.451656
2452272,16,2.452272
2452904,13,2.452904
2453532,11,2.453532
2454152,22,2.454152
2454784,33,2.454784
2455408,36,2.455408
2456040,34,2.45604
2456668,31,2.456668
2457288,25,2.457288
2457920,22,2.45792
2458540,15,2.45854
2459164,19,2.459164
2459792,31,2.459792
2460416,29,2.460416
2461044,22,2.461044
2461668,16,2.461668
2462288,20,2.462288
2462920,26,2.46292
2463536,31,2.463536
2464168,35,2.464168
2464796,28,2.464796
2465416,26,2.465416
2466044,29,2.466044
2466668,31,2.466668
2467296,22,2.467296
2467924,11,2.467924
2468544,11,2.468544
2469172,20,2.469172
2469796,23,2.469796
2470420,27,2.47042
2471048,31,2.471048
2471664,25,2.471664
2472296,13,2.472296
2472920,12,2.47292
2473544,14,2.473544
2474172,12,2.474172
2474792,15,2.474792
2475424,17,2.475424
2476052,14,2.476052
2476672,11,2.476672
2477300,13,2.4773
2477928,16,2.477928
2478556,16,2.478556
2479188,16,2.479188
2479808,22,2.479808
2480436,37,2.480436
2481060,45,2.48106
2481684,47,2.481684
2482312,31,2.482312
2482936,17,2.482936
2483564,14,2.483564
2484188,15,2.484188
2484812,15,2.484812
2485440,17,2.48544
2486056,13,2.486056
2486684,10,2.486684
2487316,14,2.487316
2487936,17,2.487936
2488568,16,2.488568
2489188,28,2.489188
2489820,33,2.48982
2490448,35,2.490448
2491068,32,2.491068
2491696,31,2.491696
2492320,16,2.49232
2492944,11,2.492944
2493572,15,2.493572
2494192,29,2.494192
2494820,37,2.49482
2495448,32,2.495448
2496072,27,2.496072
2496700,32,2.4967
2497320,48,2.49732
2497948,50,2.497948
2498580,27,2.49858
2499200,13,2.4992
2499828,15,2.499828
2500452,25,2.500452
2501080,39,2.50108
2501712,32,2.501712
2502328,11,2.502328
2502960,16,2.50296
2503584,25,2.503584
2504208,26,2.504208
2504836,23,2.504836
2505456,28,2.505456
2506084,29,2.506084
2506708,23,2.506708
2507336,16,2.507336
2507964,14,2.507964
2508584,17,2.508584
2509216,15,2.509216
2509844,14,2.509844
2510464,15,2.510464
2511092,10,2.511092
2511716,17,2.511716
2512348,30,2.512348
2512976,26,2.512976
2513600,28,2.5136
2514228,28,2.514228
2514852,30,2.514852
2515480,29,2.51548
2516108,18,2.516108
2516728,17,2.516728
2517356,22,2.517356
2517984,13,2.517984
2518608,12,2.518608
2519236,16,2.519236
2519856,19,2.519856
2520488,21,2.520488
2521116,32,2.521116
2521736,30,2.521736
2522364,22,2.522364
2522988,12,2.522988
2523620,14,2.52362
2524248,14,2.524248
2524872,17,2.524872
2525500,15,2.5255
2526128,13,2.526128
2526752,11,2.526752
2527380,10,2.52738
2528000,17,2.528
2528628,24,2.528628
