tempo_arduino_micro_s,valor_ADC,tempo_arduino_s
30183292,16,30.183292
30183972,22,30.183972
30184652,12,30.184652
30185324,25,30.185324
30186004,28,30.186004
30186684,13,30.186684
30187360,14,30.18736
30188036,20,30.188036
30188716,25,30.188716
30189392,16,30.189392
30190068,35,30.190068
30190748,36,30.190748
30191424,23,30.191424
30192100,11,30.1921
30192780,11,30.19278
30193456,15,30.193456
30194132,10,30.194132
30194812,19,30.194812
30195488,38,30.195488
30196164,36,30.196164
30196844,29,30.196844
30197516,25,30.197516
30198196,20,30.198196
30198876,19,30.198876
30199552,25,30.199552
30200228,14,30.200228
30200908,12,30.200908
30201584,16,30.201584
30202260,19,30.20226
30202940,24,30.20294
30203616,23,30.203616
30204292,16,30.204292
30204972,16,30.204972
30205648,19,30.205648
30206324,23,30.206324
30207004,32,30.207004
30207680,24,30.20768
30208360,10,30.20836
30209036,13,30.209036
30209708,36,30.209708
30210388,43,30.210388
30211060,34,30.21106
30211732,29,30.211732
30212412,23,30.212412
30213084,19,30.213084
30213756,25,30.213756
30214436,25,30.214436
30215108,29,30.215108
30215780,22,30.21578
30216460,11,30.21646
30217132,14,30.217132
30217804,18,30.217804
30218484,31,30.218484
30219156,36,30.219156
30219836,22,30.219836
30220516,10,30.220516
30221188,10,30.221188
30221868,16,30.221868
30222548,15,30.222548
30223224,15,30.223224
30223900,14,30.2239
30224580,18,30.22458
30225252,16,30.225252
30225932,14,30.225932
30226612,14,30.226612
30227284,11,30.227284
30227964,12,30.227964
30228644,13,30.228644
30229316,15,30.229316
30229996,16,30.229996
30230676,13,30.230676
30231348,22,30.231348
30232028,48,30.232028
30232708,38,30.232708
30233384,11,30.233384
30234060,23,30.23406
30234740,30,30.23474
30235412,37,30.235412
30236092,46,30.236092
30236772,36,30.236772
30237448,16,30.237448
30238124,20,30.238124
30238804,28,30.238804
30239476,18,30.239476
30240156,14,30.240156
30240836,17,30.240836
30241508,20,30.241508
30242188,24,30.242188
30242868,11,30.242868
30243540,19,30.24354
30244220,38,30.24422
30244900,58,30.2449
30245572,62,30.245572
30246252,50,30.246252
30246932,33,30.246932
30247604,24,30.247604
30248284,20,30.248284
30248956,15,30.248956
30249640,10,30.24964
30250316,31,30.250316
30250988,51,30.250988
30251664,55,30.251664
30252340,34,30.25234
30253016,14,30.253016
30253684,14,30.253684
30254364,17,30.254364
30255040,25,30.25504
30255708,27,30.255708
30256388,16,30.256388
30257060,20,30.25706
30257736,16,30.257736
30258412,13,30.258412
30259088,12,30.259088
30259764,15,30.259764
30260444,25,30.260444
30261116,31,30.261116
30261796,36,30.261796
30262476,31,30.262476
30263148,22,30.263148
30263828,17,30.263828
30264508,14,30.264508
30265180,14,30.26518
30265860,12,30.26586
30266540,10,30.26654
30267216,19,30.267216
30267892,26,30.267892
30268572,16,30.268572
30269248,13,30.269248
30269924,16,30.269924
30270604,20,30.270604
30271280,27,30.27128
30271956,29,30.271956
30272636,19,30.272636
30273308,15,30.273308
30273988,17,30.273988
30274668,11,30.274668
30275340,10,30.27534
30276020,12,30.27602
30276700,14,30.2767
30277376,24,30.277376
30278052,38,30.278052
30278732,48,30.278732
30279404,50,30.279404
30280084,32,30.280084
30280764,20,30.280764
30281440,16,30.28144
30282116,14,30.282116
30282796,10,30.282796
30283472,11,30.283472
30284148,16,30.284148
30284828,30,30.284828
30285500,32,30.2855
30286180,18,30.28618
30286860,12,30.28686
30287536,14,30.287536
30288212,20,30.288212
30288884,25,30.288884
30289556,17,30.289556
30290236,14,30.290236
30290912,11,30.290912
30291584,10,30.291584
30292260,12,30.29226
30292936,21,30.292936
30293608,21,30.293608
30294284,10,30.294284
30294960,37,30.29496
30295632,75,30.295632
30296312,83,30.296312
30296984,45,30.296984
30297660,22,30.29766
30298340,16,30.29834
30299016,16,30.299016
30299692,10,30.299692
30300372,13,30.300372
30301048,10,30.301048
30301724,23,30.301724
30302404,36,30.302404
30303080,46,30.30308
30303756,33,30.303756
30304440,30,30.30444
30305112,22,30.305112
30305788,15,30.305788
30306468,22,30.306468
30307144,30,30.307144
30307824,33,30.307824
30308504,36,30.308504
30309176,24,30.309176
30309852,16,30.309852
30310532,18,30.310532
30311204,25,30.311204
30311884,28,30.311884
30312564,23,30.312564
30313236,14,30.313236
30313916,14,30.313916
30314596,16,30.314596
30315268,20,30.315268
30315948,16,30.315948
30316628,10,30.316628
30317304,11,30.317304
30317980,12,30.31798
30318660,11,30.31866
30319332,14,30.319332
30320012,17,30.320012
30320692,14,30.320692
30321364,12,30.321364
30322044,14,30.322044
30322724,15,30.322724
30323396,21,30.323396
30324076,24,30.324076
30324756,20,30.324756
30325428,11,30.325428
30326108,20,30.326108
30326780,33,30.32678
30327464,38,30.327464
30328140,35,30.32814
30328816,32,30.328816
30329484,42,30.329484
30330164,31,30.330164
30330840,18,30.33084
30331512,20,30.331512
30332188,18,30.332188
30332860,10,30.33286
30333532,10,30.333532
30334212,12,30.334212
30334888,31,30.334888
30335560,34,30.33556
30336236,28,30.336236
30336908,24,30.336908
30337588,26,30.337588
30338268,21,30.338268
30338940,17,30.33894
30339620,16,30.33962
30340300,14,30.3403
30340972,10,30.340972
30341652,11,30.341652
30342332,10,30.342332
30343008,11,30.343008
30343684,18,30.343684
30344364,26,30.344364
30345036,35,30.345036
30345716,54,30.345716
30346396,56,30.346396
30347072,34,30.347072
30347748,18,30.347748
30348428,18,30.348428
30349104,24,30.349104
30349780,23,30.34978
30350460,25,30.35046
30351136,38,30.351136
30351812,30,30.351812
30352492,12,30.352492
30353164,12,30.353164
30353844,15,30.353844
30354524,13,30.354524
30355200,17,30.3552
30355876,18,30.355876
30356556,15,30.356556
30357228,15,30.357228
30357908,20,30.357908
30358588,26,30.358588
30359264,36,30.359264
30359940,44,30.35994
30360620,20,30.36062
30361296,15,30.361296
30361972,18,30.361972
30362652,27,30.362652
30363324,33,30.363324
30364004,14,30.364004
30364684,15,30.364684
30365356,15,30.365356
30366036,10,30.366036
30366712,10,30.366712
30367384,18,30.367384
30368060,16,30.36806
30368732,18,30.368732
30369404,18,30.369404
30370084,12,30.370084
30370756,12,30.370756
30371432,16,30.371432
30372108,16,30.372108
30372780,16,30.37278
30373456,14,30.373456
30374132,12,30.374132
30374808,17,30.374808
30375484,22,30.375484
30376164,16,30.376164
30376836,16,30.376836
30377516,16,30.377516
30378196,14,30.378196
30378872,14,30.378872
30379548,19,30.379548
30380228,16,30.380228
30380904,14,30.380904
30381580,22,30.38158
30382260,32,30.38226
30382936,24,30.382936
30383612,10,30.383612
30384292,17,30.384292
30384968,14,30.384968
30385644,12,30.385644
30386324,21,30.386324
30387000,19,30.387
30387680,12,30.38768
30388356,14,30.388356
30389032,23,30.389032
30389708,30,30.389708
30390388,22,30.390388
30391064,10,30.391064
30391744,11,30.391744
30392420,10,30.39242
30393092,11,30.393092
30393772,30,30.393772
30394452,38,30.394452
30395128,36,30.395128
30395804,46,30.395804
30396484,42,30.396484
30397160,26,30.39716
30397836,16,30.397836
30398516,14,30.398516
30399192,17,30.399192
30399872,14,30.399872
30400552,10,30.400552
30401220,16,30.40122
30401900,26,30.4019
30402580,23,30.40258
30403252,14,30.403252
30403932,12,30.403932
30404604,16,30.404604
30405284,22,30.405284
30405964,17,30.405964
30406636,14,30.406636
30407308,15,30.407308
30407988,12,30.407988
30408660,14,30.40866
30409332,14,30.409332
30410012,10,30.410012
30410684,10,30.410684
30411356,16,30.411356
30412036,36,30.412036
30412712,45,30.412712
30413384,21,30.413384
30414060,16,30.41406
30414732,15,30.414732
30415412,29,30.415412
30416092,32,30.416092
30416764,18,30.416764
30417444,11,30.417444
30418124,18,30.418124
30418796,14,30.418796
30419476,13,30.419476
30420156,12,30.420156
30420828,12,30.420828
30421508,16,30.421508
30422188,17,30.422188
30422860,16,30.42286
30423540,17,30.42354
30424220,12,30.42422
30424892,13,30.424892
30425572,18,30.425572
30426252,11,30.426252
30426924,10,30.426924
30427604,16,30.427604
30428284,28,30.428284
30428956,34,30.428956
30429636,36,30.429636
30430316,28,30.430316
30430992,22,30.430992
30431668,17,30.431668
30432348,14,30.432348
30433020,10,30.43302
30433700,11,30.4337
30434380,14,30.43438
30435052,17,30.435052
30435732,14,30.435732
30436412,10,30.436412
30437084,10,30.437084
30437764,21,30.437764
30438444,35,30.438444
30439116,20,30.439116
30439796,16,30.439796
30440476,16,30.440476
30441148,10,30.441148
30441828,22,30.441828
30442508,22,30.442508
30443180,17,30.44318
30443860,12,30.44386
30444532,12,30.444532
30445204,30,30.445204
30445884,52,30.445884
30446560,45,30.44656
30447228,19,30.447228
30447908,14,30.447908
30448584,15,30.448584
30449256,12,30.449256
30449932,16,30.449932
30450604,26,30.450604
30451280,12,30.45128
30451956,10,30.451956
30452632,11,30.452632
30453308,12,30.453308
30453988,24,30.453988
30454664,34,30.454664
30455340,23,30.45534
30456020,15,30.45602
30456692,18,30.456692
30457372,20,30.457372
30458052,18,30.458052
30458728,12,30.458728
30459404,11,30.459404
30460084,15,30.460084
30460760,19,30.46076
30461436,13,30.461436
30462116,10,30.462116
30462792,13,30.462792
30463468,29,30.463468
30464148,46,30.464148
30464820,38,30.46482
30465500,25,30.4655
30466180,15,30.46618
30466852,11,30.466852
30467532,14,30.467532
30468212,21,30.468212
30468884,10,30.468884
30469564,20,30.469564
30470244,35,30.470244
30470920,25,30.47092
30471596,14,30.471596
30472276,14,30.472276
30472952,14,30.472952
30473628,14,30.473628
30474308,11,30.474308
30474980,10,30.47498
30475660,11,30.47566
30476340,16,30.47634
30477012,13,30.477012
30477692,12,30.477692
30478372,24,30.478372
30479044,27,30.479044
30479724,17,30.479724
30480404,14,30.480404
30481076,14,30.481076
30481756,16,30.481756
30482428,11,30.482428
30483108,10,30.483108
30483788,20,30.483788
30484460,16,30.48446
30485132,10,30.485132
30485812,10,30.485812
30486484,10,30.486484
30487156,12,30.487156
30487836,14,30.487836
30488508,15,30.488508
30489180,20,30.48918
30489860,24,30.48986
30490532,20,30.490532
30491204,11,30.491204
30491884,18,30.491884
30492556,19,30.492556
30493236,10,30.493236
30493916,10,30.493916
30494592,13,30.494592
30495268,23,30.495268
30495948,36,30.495948
30496624,23,30.496624
30497300,17,30.4973
30497980,21,30.49798
30498652,22,30.498652
30499332,12,30.499332
30500012,10,30.500012
30500684,10,30.500684
30501364,11,30.501364
30502044,19,30.502044
30502720,18,30.50272
30503396,12,30.503396
30504076,13,30.504076
30504748,19,30.504748
30505428,22,30.505428
30506108,18,30.506108
30506780,19,30.50678
30507460,18,30.50746
30508140,26,30.50814
30508816,26,30.508816
30509492,29,30.509492
30510172,14,30.510172
30510848,12,30.510848
30511524,32,30.511524
30512204,53,30.512204
30512880,50,30.51288
30513556,38,30.513556
30514236,23,30.514236
30514912,14,30.514912
30515592,14,30.515592
30516268,10,30.516268
30516940,22,30.51694
30517620,52,30.51762
30518300,48,30.5183
30518976,23,30.518976
30519652,12,30.519652
30520332,22,30.520332
30521004,10,30.521004
30521684,16,30.521684
30522356,14,30.522356
30523028,17,30.523028
30523708,15,30.523708
30524380,13,30.52438
30525056,23,30.525056
30525732,18,30.525732
30526404,13,30.526404
30527076,11,30.527076
30527756,22,30.527756
30528432,31,30.528432
30529100,34,30.5291
30529780,32,30.52978
30530452,34,30.530452
30531132,28,30.531132
30531812,16,30.531812
30532488,11,30.532488
30533164,10,30.533164
30533844,13,30.533844
30534516,14,30.534516
30535196,18,30.535196
30535876,23,30.535876
30536548,10,30.536548
30537228,10,30.537228
30537908,13,30.537908
30538584,28,30.538584
30539260,42,30.53926
30539940,44,30.53994
30540616,33,30.540616
30541292,15,30.541292
30541972,10,30.541972
30542648,10,30.542648
30543324,22,30.543324
30544004,38,30.544004
30544676,50,30.544676
30545356,42,30.545356
30546036,24,30.546036
30546708,15,30.546708
30547388,22,30.547388
30548068,27,30.548068
30548740,34,30.54874
30549420,28,30.54942
30550100,15,30.5501
30550776,11,30.550776
30551452,19,30.551452
30552132,13,30.552132
30552808,11,30.552808
30553484,16,30.553484
30554164,16,30.554164
30554840,18,30.55484
30555516,27,30.555516
30556196,34,30.556196
30556868,22,30.556868
30557548,10,30.557548
30558228,20,30.558228
30558904,31,30.558904
30559580,38,30.55958
30560260,25,30.56026
30560932,15,30.560932
30561612,22,30.561612
30562284,27,30.562284
30562956,36,30.562956
30563636,34,30.563636
30564312,17,30.564312
30564984,16,30.564984
30565660,12,30.56566
30566336,11,30.566336
30567008,16,30.567008
30567684,15,30.567684
30568356,12,30.568356
30569028,14,30.569028
30569708,10,30.569708
30570380,10,30.57038
30571060,16,30.57106
30571740,16,30.57174
30572412,14,30.572412
30573092,16,30.573092
30573772,15,30.573772
30574448,16,30.574448
30575124,19,30.575124
30575804,21,30.575804
30576480,18,30.57648
30577156,18,30.577156
30577836,24,30.577836
30578512,34,30.578512
30579188,37,30.579188
30579868,32,30.579868
30580540,24,30.58054
30581220,16,30.58122
30581900,16,30.5819
30582576,11,30.582576
30583252,11,30.583252
30583932,12,30.583932
30584608,17,30.584608
30585284,29,30.585284
30585964,31,30.585964
30586640,20,30.58664
30587316,14,30.587316
30587996,15,30.587996
30588672,20,30.588672
30589348,26,30.589348
30590028,24,30.590028
30590704,15,30.590704
30591384,10,30.591384
30592064,12,30.592064
30592732,20,30.592732
30593412,26,30.593412
30594092,23,30.594092
30594764,32,30.594764
30595444,40,30.595444
30596124,39,30.596124
30596800,21,30.5968
30597476,14,30.597476
30598156,15,30.598156
30598832,16,30.598832
30599508,16,30.599508
30600184,15,30.600184
30600856,11,30.600856
30601532,14,30.601532
30602208,27,30.602208
30602880,24,30.60288
30603556,19,30.603556
30604232,13,30.604232
30604904,21,30.604904
30605580,22,30.60558
30606256,15,30.606256
30606928,14,30.606928
30607604,10,30.607604
30608280,12,30.60828
30608956,10,30.608956
30609636,20,30.609636
30610312,38,30.610312
30610988,50,30.610988
30611668,49,30.611668
30612344,37,30.612344
30613020,24,30.61302
30613700,20,30.6137
30614376,21,30.614376
30615056,31,30.615056
30615732,20,30.615732
30616408,10,30.616408
30617084,19,30.617084
30617764,29,30.617764
30618436,32,30.618436
30619116,21,30.619116
30619796,12,30.619796
30620472,11,30.620472
30621148,18,30.621148
30621828,36,30.621828
30622504,31,30.622504
30623180,14,30.62318
30623860,15,30.62386
30624536,12,30.624536
30625212,14,30.625212
30625892,18,30.625892
30626568,15,30.626568
30627244,15,30.627244
30627924,26,30.627924
30628596,16,30.628596
30629276,14,30.629276
30629956,21,30.629956
30630632,19,30.630632
30631308,19,30.631308
30631988,18,30.631988
30632664,23,30.632664
30633340,17,30.63334
30634020,12,30.63402
30634696,17,30.634696
30635372,18,30.635372
30636052,27,30.636052
30636728,28,30.636728
30637408,19,30.637408
30638088,20,30.638088
30638756,14,30.638756
30639436,16,30.639436
30640112,31,30.640112
30640784,27,30.640784
30641460,20,30.64146
30642136,19,30.642136
30642808,16,30.642808
30643484,14,30.643484
30644156,14,30.644156
30644832,12,30.644832
30645508,24,30.645508
30646184,35,30.646184
30646856,28,30.646856
30647532,23,30.647532
30648208,20,30.648208
30648884,13,30.648884
30649564,12,30.649564
30650240,10,30.65024
30650916,9,30.650916
30651544,10,30.651544
30652216,11,30.652216
30652900,28,30.6529
30653580,34,30.65358
30654256,24,30.654256
30654932,20,30.654932
30655612,16,30.655612
30656288,19,30.656288
30656964,15,30.656964
30657644,10,30.657644
30658316,10,30.658316
30658996,12,30.658996
30659676,12,30.659676
30660352,10,30.660352
30661028,29,30.661028
30661708,45,30.661708
30662384,42,30.662384
30663064,49,30.663064
30663740,38,30.66374
30664416,15,30.664416
30665092,22,30.665092
30665772,13,30.665772
30666448,10,30.666448
30667124,9,30.667124
30667748,11,30.667748
30668428,12,30.668428
30669108,10,30.669108
30669784,10,30.669784
30670456,16,30.670456
30671132,26,30.671132
30671808,17,30.671808
30672480,14,30.67248
30673156,19,30.673156
30673832,36,30.673832
30674504,27,30.674504
30675184,18,30.675184
30675856,18,30.675856
30676536,44,30.676536
30677212,47,30.677212
30677888,36,30.677888
30678568,28,30.678568
30679244,41,30.679244
30679920,34,30.67992
30680596,22,30.680596
30681276,14,30.681276
30681952,15,30.681952
30682628,10,30.682628
30683308,10,30.683308
30683984,13,30.683984
30684664,19,30.684664
30685340,20,30.68534
30686016,11,30.686016
30686696,13,30.686696
30687372,23,30.687372
30688048,17,30.688048
30688724,14,30.688724
30689404,16,30.689404
30690080,16,30.69008
30690756,10,30.690756
30691436,13,30.691436
30692112,23,30.692112
30692788,22,30.692788
30693468,16,30.693468
30694144,16,30.694144
30694824,14,30.694824
30695500,12,30.6955
30696176,14,30.696176
30696852,31,30.696852
30697532,40,30.697532
30698208,35,30.698208
30698888,17,30.698888
30699564,45,30.699564
30700240,27,30.70024
30700916,10,30.700916
30701596,14,30.701596
30702272,10,30.702272
30702952,12,30.702952
30703632,10,30.703632
30704304,10,30.704304
30704984,16,30.704984
30705656,16,30.705656
30706328,14,30.706328
30707012,16,30.707012
30707688,14,30.707688
30708360,13,30.70836
30709044,18,30.709044
30709720,28,30.70972
30710392,31,30.710392
30711080,32,30.71108
30711752,31,30.711752
30712428,24,30.712428
30713108,19,30.713108
30713784,16,30.713784
30714456,15,30.714456
30715140,15,30.71514
30715816,11,30.715816
30716492,10,30.716492
30717176,10,30.717176
30717848,18,30.717848
30718528,25,30.718528
30719208,16,30.719208
30719880,12,30.71988
30720568,29,30.720568
30721244,27,30.721244
30721916,16,30.721916
30722596,15,30.722596
30723272,15,30.723272
30723948,22,30.723948
30724628,14,30.724628
30725308,12,30.725308
30725980,12,30.72598
30726660,22,30.72666
30727336,29,30.727336
30728012,29,30.728012
30728688,29,30.728688
30729368,32,30.729368
30730044,38,30.730044
30730724,32,30.730724
30731404,20,30.731404
30732076,16,30.732076
30732756,14,30.732756
30733436,10,30.733436
30734108,10,30.734108
30734788,10,30.734788
30735468,13,30.735468
30736140,14,30.73614
30736820,20,30.73682
30737500,32,30.7375
30738172,27,30.738172
30738852,30,30.738852
30739532,16,30.739532
30740204,18,30.740204
30740884,30,30.740884
30741560,39,30.74156
30742236,24,30.742236
30742916,21,30.742916
30743596,17,30.743596
30744268,12,30.744268
30744948,18,30.744948
30745628,20,30.745628
30746300,16,30.7463
30746980,14,30.74698
30747660,13,30.74766
30748332,18,30.748332
30749012,14,30.749012
30749684,10,30.749684
30750356,10,30.750356
30751036,14,30.751036
30751708,11,30.751708
30752380,27,30.75238
30753060,20,30.75306
30753732,14,30.753732
30754404,38,30.754404
30755084,44,30.755084
30755756,30,30.755756
30756428,14,30.756428
30757108,28,30.757108
30757780,17,30.75778
30758460,10,30.75846
30759140,10,30.75914
30759812,13,30.759812
30760492,26,30.760492
30761172,16,30.761172
30761844,10,30.761844
30762524,13,30.762524
30763204,16,30.763204
30763876,18,30.763876
30764556,24,30.764556
30765236,21,30.765236
30765908,18,30.765908
30766588,12,30.766588
30767268,13,30.767268
30767940,16,30.76794
30768620,12,30.76862
30769300,12,30.7693
30769972,16,30.769972
30770652,27,30.770652
30771332,39,30.771332
30772004,32,30.772004
30772684,17,30.772684
30773364,19,30.773364
30774036,18,30.774036
30774716,10,30.774716
30775396,11,30.775396
30776068,16,30.776068
30776748,17,30.776748
30777428,14,30.777428
30778100,23,30.7781
30778780,31,30.77878
30779460,25,30.77946
30780132,18,30.780132
30780812,18,30.780812
30781492,36,30.781492
30782164,46,30.782164
30782844,34,30.782844
30783524,15,30.783524
30784200,13,30.7842
30784876,22,30.784876
30785556,11,30.785556
30786228,10,30.786228
30786908,10,30.786908
30787580,15,30.78758
30788260,16,30.78826
30788940,14,30.78894
30789612,16,30.789612
30790284,18,30.790284
30790964,10,30.790964
30791636,10,30.791636
30792312,13,30.792312
30792988,10,30.792988
30793660,12,30.79366
30794332,13,30.794332
30795012,22,30.795012
30795688,25,30.795688
30796360,26,30.79636
30797036,24,30.797036
30797708,21,30.797708
30798388,22,30.798388
30799068,14,30.799068
30799744,11,30.799744
30800420,10,30.80042
30801100,11,30.8011
30801772,14,30.801772
30802452,14,30.802452
30803132,18,30.803132
30803804,18,30.803804
30804484,15,30.804484
30805160,14,30.80516
30805836,16,30.805836
30806516,14,30.806516
30807196,12,30.807196
30807868,10,30.807868
30808548,10,30.808548
30809228,10,30.809228
30809900,11,30.8099
30810580,14,30.81058
30811260,27,30.81126
30811932,18,30.811932
30812612,12,30.812612
30813292,17,30.813292
30813964,15,30.813964
30814644,24,30.814644
30815324,19,30.815324
30815996,10,30.815996
30816676,10,30.816676
30817356,12,30.817356
30818028,10,30.818028
30818708,14,30.818708
30819388,12,30.819388
30820060,10,30.82006
30820740,10,30.82074
30821420,15,30.82142
30822092,15,30.822092
30822772,14,30.822772
30823452,15,30.823452
30824124,13,30.824124
30824800,22,30.8248
30825484,21,30.825484
30826156,18,30.826156
30826836,13,30.826836
30827508,18,30.827508
30828180,18,30.82818
30828860,32,30.82886
30829532,22,30.829532
30830204,16,30.830204
30830884,20,30.830884
30831556,15,30.831556
30832228,11,30.832228
30832908,10,30.832908
30833580,19,30.83358
30834252,24,30.834252
30834932,10,30.834932
30835604,20,30.835604
30836284,13,30.836284
30836964,14,30.836964
30837636,12,30.837636
30838316,13,30.838316
30838996,15,30.838996
30839668,16,30.839668
30840348,16,30.840348
30841028,29,30.841028
30841700,26,30.8417
30842380,16,30.84238
30843060,21,30.84306
30843732,20,30.843732
30844412,20,30.844412
30845092,20,30.845092
30845764,23,30.845764
30846444,28,30.846444
30847124,20,30.847124
30847796,15,30.847796
30848476,18,30.848476
30849156,12,30.849156
30849828,22,30.849828
30850508,22,30.850508
30851188,11,30.851188
30851860,10,30.85186
30852540,10,30.85254
30853220,10,30.85322
30853892,10,30.853892
30854572,12,30.854572
30855252,15,30.855252
30855924,20,30.855924
30856604,22,30.856604
30857284,14,30.857284
30857956,10,30.857956
30858636,10,30.858636
30859316,10,30.859316
30859988,13,30.859988
30860668,24,30.860668
30861348,33,30.861348
30862020,34,30.86202
30862700,24,30.8627
30863380,18,30.86338
30864052,14,30.864052
30864732,14,30.864732
30865404,13,30.865404
30866084,11,30.866084
30866764,10,30.866764
30867436,10,30.867436
30868108,10,30.868108
30868788,22,30.868788
30869460,23,30.86946
30870132,23,30.870132
30870812,20,30.870812
30871484,17,30.871484
30872156,14,30.872156
30872836,16,30.872836
30873508,16,30.873508
30874184,10,30.874184
30874860,10,30.87486
30875532,16,30.875532
30876212,30,30.876212
30876892,31,30.876892
30877564,34,30.877564
30878244,31,30.878244
30878924,30,30.878924
30879596,22,30.879596
30880276,20,30.880276
30880956,19,30.880956
30881628,16,30.881628
30882308,13,30.882308
30882988,12,30.882988
30883660,26,30.88366
30884340,16,30.88434
30885020,11,30.88502
30885692,16,30.885692
30886372,16,30.886372
30887052,23,30.887052
30887724,18,30.887724
30888404,16,30.888404
30889084,22,30.889084
30889756,14,30.889756
30890436,14,30.890436
30891116,11,30.891116
30891788,11,30.891788
30892468,15,30.892468
30893148,10,30.893148
30893820,16,30.89382
30894500,22,30.8945
30895180,20,30.89518
30895852,25,30.895852
30896532,24,30.896532
30897212,32,30.897212
30897884,28,30.897884
30898564,20,30.898564
30899244,20,30.899244
30899916,38,30.899916
30900596,20,30.900596
30901276,11,30.901276
30901948,10,30.901948
30902628,10,30.902628
30903308,26,30.903308
30903984,27,30.903984
30904660,16,30.90466
30905332,13,30.905332
30906004,15,30.906004
30906684,23,30.906684
30907356,26,30.907356
30908028,23,30.908028
30908708,20,30.908708
30909384,22,30.909384
30910056,15,30.910056
30910732,13,30.910732
30911404,18,30.911404
30912080,19,30.91208
30912756,20,30.912756
30913428,21,30.913428
30914108,21,30.914108
30914788,18,30.914788
30915460,13,30.91546
30916140,10,30.91614
30916820,14,30.91682
30917492,19,30.917492
30918172,12,30.918172
30918852,10,30.918852
30919524,10,30.919524
30920204,18,30.920204
30920884,19,30.920884
30921556,22,30.921556
30922236,22,30.922236
30922916,27,30.922916
30923588,23,30.923588
30924268,13,30.924268
30924948,25,30.924948
30925620,34,30.92562
30926300,30,30.9263
30926980,24,30.92698
30927652,22,30.927652
30928332,29,30.928332
30929012,33,30.929012
30929684,38,30.929684
30930364,32,30.930364
30931044,24,30.931044
30931716,18,30.931716
30932396,11,30.932396
30933076,13,30.933076
30933748,26,30.933748
30934428,35,30.934428
30935108,44,30.935108
30935780,52,30.93578
30936460,26,30.93646
30937140,11,30.93714
30937812,14,30.937812
30938492,18,30.938492
30939172,26,30.939172
30939848,17,30.939848
30940524,14,30.940524
30941204,11,30.941204
30941876,13,30.941876
30942556,14,30.942556
30943232,29,30.943232
30943912,30,30.943912
30944588,48,30.944588
30945260,68,30.94526
30945936,72,30.945936
30946612,53,30.946612
30947284,36,30.947284
30947956,16,30.947956
30948636,14,30.948636
30949312,15,30.949312
30949984,10,30.949984
30950660,16,30.95066
30951332,10,30.951332
30952008,16,30.952008
30952684,28,30.952684
30953356,38,30.953356
30954036,40,30.954036
30954716,21,30.954716
30955392,14,30.955392
30956068,15,30.956068
30956748,20,30.956748
30957424,14,30.957424
30958100,11,30.9581
30958780,14,30.95878
30959456,11,30.959456
30960132,11,30.960132
30960812,17,30.960812
30961484,24,30.961484
30962164,28,30.962164
30962844,24,30.962844
30963520,19,30.96352
30964196,14,30.964196
30964876,15,30.964876
30965548,15,30.965548
30966228,10,30.966228
30966908,13,30.966908
30967580,12,30.96758
30968260,17,30.96826
30968940,12,30.96894
30969612,28,30.969612
30970292,38,30.970292
30970972,29,30.970972
30971644,40,30.971644
30972324,36,30.972324
30973004,23,30.973004
30973676,15,30.973676
30974356,26,30.974356
30975036,44,30.975036
30975712,43,30.975712
30976392,22,30.976392
30977068,10,30.977068
30977740,10,30.97774
30978420,14,30.97842
30979100,24,30.9791
30979772,31,30.979772
30980452,32,30.980452
30981132,24,30.981132
30981804,19,30.981804
30982484,16,30.982484
30983156,34,30.983156
30983828,26,30.983828
30984508,12,30.984508
30985180,10,30.98518
30985852,9,30.985852
30986480,13,30.98648
30987156,10,30.987156
30987836,12,30.987836
30988516,14,30.988516
30989188,15,30.989188
30989868,15,30.989868
30990548,15,30.990548
30991220,28,30.99122
30991900,30,30.9919
30992580,24,30.99258
30993252,12,30.993252
30993932,10,30.993932
30994612,12,30.994612
30995284,19,30.995284
30995964,19,30.995964
30996644,20,30.996644
30997316,26,30.997316
30997996,23,30.997996
30998676,20,30.998676
30999352,16,30.999352
31000028,10,31.000028
31000708,14,31.000708
31001384,28,31.001384
31002060,31,31.00206
31002740,25,31.00274
31003412,22,31.003412
31004092,10,31.004092
31004772,14,31.004772
31005448,15,31.005448
31006124,16,31.006124
31006804,17,31.006804
31007476,15,31.007476
31008156,10,31.008156
31008836,11,31.008836
31009508,16,31.009508
31010188,30,31.010188
31010868,42,31.010868
31011544,46,31.011544
31012220,50,31.01222
31012900,31,31.0129
31013576,15,31.013576
31014252,14,31.014252
31014932,15,31.014932
31015608,13,31.015608
31016284,10,31.016284
31016960,12,31.01696
31017636,13,31.017636
31018316,14,31.018316
31018992,19,31.018992
31019664,20,31.019664
31020340,20,31.02034
31021016,21,31.021016
31021688,23,31.021688
31022364,18,31.022364
31023040,15,31.02304
31023712,15,31.023712
31024388,11,31.024388
31025064,14,31.025064
31025736,22,31.025736
31026412,24,31.026412
31027088,29,31.027088
31027764,30,31.027764
31028444,35,31.028444
31029116,35,31.029116
31029796,24,31.029796
31030476,17,31.030476
31031148,19,31.031148
31031828,20,31.031828
31032508,10,31.032508
31033184,14,31.033184
31033860,16,31.03386
31034540,15,31.03454
31035216,14,31.035216
31035892,16,31.035892
31036572,16,31.036572
31037248,16,31.037248
31037924,18,31.037924
31038604,14,31.038604
31039280,15,31.03928
31039956,15,31.039956
31040640,15,31.04064
31041308,20,31.041308
31041988,19,31.041988
