amp_en,rms,zcr,Band Energy Ratio,Spectral Centroid,Bandwidth,f0,Mag_norm_f0,bp_50_150,bp_150_200,bp_200_300,bp_300_500,bp_novo,bp_1_harm,bp_2_harm,bp_3_harm,bp_4_harm,harm_energy,noise_energy,hnr,mdf,mnf,mav,wl,mean_v,std_v,var_v,ssc,mavs,Label
-19.519619542791506,2.818637936244883,0.25855327468230693,0.2588737770578524,219.53910386020652,142.8074361785857,105.15254982771908,1.3862339947746594,0.14393132039202514,0.20271458625809202,0.08714531411134249,0.06664982279627164,0.2968853882586032,0.09885039399683639,0.037751937635545435,0.028566657322360186,0.027845720953576483,0.1930147099083185,0.7973264318163346,24.20774004298125,139.21605188458582,185.01310170644072,1.7996374583907375,1527.3091532038172,-2.5776743301710037e-05,2.818637936127016,7.9447198149743645,441.0,1.7982234567097315,0.0
-13.71846997263666,2.813498461088098,0.2732160312805474,0.26313194480910795,218.16421642431771,141.43531434746336,105.15254982771908,1.4085295260917026,0.08015282473169114,0.23838583260154428,0.10189627439891401,0.06506926218649951,0.313045434015214,0.07010234485456304,0.031822970509470985,0.05224524877730332,0.03152570855777296,0.1856962726991103,0.7985496279338629,23.25419312752562,161.43137931297719,202.29026687942172,1.8520917172751796,1641.8272022142744,5.6065929423523495e-05,2.813498460529471,7.915773587401703,446.0,1.8678356265231848,0.0
-16.02888685102072,3.2021557482282135,0.27908113391984357,0.305826815546659,229.75690854390942,147.40912237433602,105.15254982771908,1.536733675775321,0.06600732859184688,0.2883500469474636,0.13577672656936665,0.08641874942844152,0.2111824150499369,0.06711569334676402,0.03929349385158331,0.04308546708562367,0.0547366864168277,0.20423134070079868,0.7877352665870556,25.926392960085792,142.17809554170466,177.24089484063663,2.0011501559705134,1707.9185846412715,5.517221954584248e-05,3.2021557477529097,10.253801432866995,447.0,2.026137752251995,0.0
-15.078515160340583,3.291657910148458,0.27712609970674484,0.15545104393403483,240.61486660067257,144.93020079249067,105.15254982771908,1.3303881434904419,0.09848538901480937,0.18088721838762506,0.20845706581042997,0.08906419977919253,0.23145418345458713,0.08228948141851163,0.023349757055335058,0.03577584673523147,0.044260115606943026,0.18567520081602118,0.8083480564466441,22.969709561990786,151.06422651306121,178.9297327845107,2.043923015865618,1727.952815273276,-1.0968781031361202e-05,3.29165791013018,10.835011797322583,452.0,2.029887403441144,0.0
16.56983799627977,2.92583122032503,0.2673509286412512,0.14286949923863193,222.37953950024536,137.77599144628343,105.15254982771908,1.0090562282396105,0.14100063308399294,0.1523771453244742,0.16303977683268303,0.11871197350736555,0.26315972665810067,0.06627903228082974,0.03209108813128359,0.0323481175339043,0.02061689779526003,0.15133513574127763,0.8382892554066164,18.052854043523585,154.02627017018006,184.03840948748257,1.8277494890729638,1591.1340297736836,3.732984714504249e-05,2.9258312200868866,8.560488328435119,441.0,1.7903824907392762,0.0
14.505431037672723,2.6300573310847057,0.261485826001955,0.21792401320787697,221.35750772998045,138.37319736841906,112.5576589705162,0.9012919982210099,0.12939527999696088,0.12111110652782175,0.08847995169650981,0.06638795739306073,0.30942643968919414,0.08452377617628978,0.11044508854867247,0.03785169236780881,0.04321338131087917,0.2760339384036502,0.7148007353035473,38.6169074498844,159.95035748441776,196.64378029845037,1.6831974879009892,1524.307662824131,-4.504945105056682e-05,2.630057330698887,6.917201562762953,451.0,1.6865273690701117,0.0
16.903568108753998,2.812980949864003,0.2517106549364614,0.2611059438887019,225.6534177247222,143.39318055230834,114.03868079907562,1.2809496965787872,0.10253104006181751,0.12429267669374063,0.08407787633706394,0.06089741421081666,0.3070393454389793,0.08236418150691546,0.12969451533509002,0.03642350760550882,0.05871921670807882,0.3072014211555931,0.678838352742418,45.25398718473803,158.46933565585834,200.16444099186998,1.7770420232974147,1593.0572364929008,-8.19754694569852e-07,2.8129809498638827,7.912861824297112,448.0,1.7980147472506072,0.0
13.9667354751299,2.9702492420769384,0.26344086021505375,0.27135654500969186,235.66268505087436,146.33623959123656,114.03868079907562,1.381143468295415,0.12797977617015135,0.12310412696603679,0.08503846363774442,0.06744646642494193,0.30072578038839626,0.07304095931755855,0.1345020197381897,0.04155546702993441,0.034370455679205845,0.2834689017648885,0.7042946135872707,40.24862554615587,146.62116102738295,190.94148144765563,1.9308754310221232,1656.3835830563833,-2.238738313340566e-05,2.9702492419925686,8.822380559557427,453.0,1.9509482877558622,0.0
-16.288404225211504,3.1457159960243746,0.272238514173998,0.2267711417996784,239.70459886605087,147.15706120531843,114.03868079907562,1.4625523310358588,0.11691896123247748,0.09457579596839767,0.09084415380388221,0.07125099370065265,0.35596644735426963,0.039953600365227444,0.1251148316069168,0.06357604634635819,0.033645819123983026,0.26229029744248544,0.7295563520596796,35.952027105463394,179.20364125569026,204.5196582088298,1.9939361960935373,1768.6784438152727,1.3831325714405707e-06,3.145715996024069,9.895529127641701,465.0,1.9912786659676085,0.0
-20.824463249136016,3.0548255736039667,0.2859237536656892,0.2500088723481501,234.54768568225418,145.45658596124673,114.03868079907562,1.642663637070311,0.08992447262962602,0.08070944896161691,0.0984013823383744,0.054092010203052716,0.3564163040559034,0.04699325677058775,0.15036426285095936,0.08014741999276496,0.034325675313443646,0.3118306149277557,0.6795436181885735,45.88824125205217,177.72261942713084,212.82819748763836,1.9348627420829465,1850.7188920334163,3.512945988329991e-05,3.0548255734019785,9.331959283910727,459.0,1.9253108750523846,0.0
