amp_en,rms,zcr,Band Energy Ratio,Spectral Centroid,Bandwidth,f0,Mag_norm_f0,bp_50_150,bp_150_200,bp_200_300,bp_300_500,bp_novo,bp_1_harm,bp_2_harm,bp_3_harm,bp_4_harm,harm_energy,noise_energy,hnr,mdf,mnf,mav,wl,mean_v,std_v,var_v,ssc,mavs,Label
-36.09972271611789,7.823744447338348,0.20087976539589442,0.2232855913016362,164.81025975686907,107.31472240064784,104.12583457839642,2.959244015668416,0.03133066987163684,0.35306004661511364,0.20208836913396505,0.1110942774456266,0.07318284946435566,0.15436339018295403,0.03770785458306972,0.02311309435623658,0.013811367218706896,0.22899570634096722,0.7707562125306979,29.710523589396253,104.12583457839642,135.1809997622554,5.0064640792862445,3186.926763947172,6.262566903656591e-05,7.823744447087703,61.21097717333568,298.0,4.997879933257511,0.0
-33.34558105362092,8.184287637066959,0.20772238514174,0.22456468678841646,175.6941207815441,112.2677233554658,104.12583457839642,3.367964499360144,0.04510328841641674,0.3686752947672902,0.16183482311111735,0.08981082502048464,0.07838066947884753,0.17815141106905297,0.04619593332891649,0.019901563650097025,0.011519437103713042,0.25576834515177954,0.7438049007941565,34.386482917543724,104.12583457839642,129.70962574451903,5.189827580256014,3208.8722911333707,-5.405174274146149e-05,8.184287636888472,66.9825641233255,308.0,5.246128979401647,0.0
-44.006527349842244,8.779268462766597,0.21065493646138808,0.22785821185455807,189.62922168489357,118.69758735607718,104.12583457839642,3.3688897114832805,0.06340661811086408,0.29932347208184545,0.2102570972338802,0.08861686348553034,0.06569086001981886,0.1874957263045534,0.04369489382709759,0.01920127428766425,0.021809386813034584,0.2722012812323498,0.7272949109319389,37.42653456535027,104.12583457839642,128.68812692931738,5.431445184803568,3351.9103646728836,4.343610494148692e-05,8.779268462659136,77.07555473944132,314.0,5.438472489349584,0.0
-39.88465761856225,8.358131318032529,0.20772238514174,0.2863873246303912,188.78564181427092,120.89021671636766,104.12583457839642,3.198854979842146,0.046829367499683035,0.30951966150088345,0.21134086143514602,0.11645938999968382,0.06817686841604938,0.1684706948028539,0.02903238872995452,0.02558235893118172,0.024134482212643995,0.24721992467663415,0.7523261488514458,32.860737999566936,105.59239562879637,134.30059130985578,5.319895578348849,3416.1940335348218,-1.166752159524262e-05,8.358131318024384,69.85835912934002,319.0,5.2916055569246385,0.0
-43.66208301496036,8.134093225767083,0.21163245356793745,0.33163182772187294,183.38441819217675,119.3511271312372,104.12583457839642,2.6333326415381246,0.03393203301128675,0.3360651266320252,0.14751594764351234,0.16249782452586595,0.08530630569353972,0.15111322197299257,0.03455626197100299,0.03325951703551311,0.015060531297435531,0.23398953227694422,0.7653172375062298,30.574188167914322,105.59239562879637,140.17771554816233,5.144636521756123,3449.774818239842,-1.395745125312535e-05,8.134093225755105,66.16347260527509,317.0,5.135609076059068,0.0
-38.08303227825178,7.924698354765704,0.21945259042033236,0.27255423795450806,185.82984954990226,119.30814972190386,112.92520088079611,2.131898630522512,0.05927949661593646,0.1616802387969857,0.11737017400267837,0.15027797120195555,0.09832002108150459,0.14186507860721584,0.18895293351830128,0.04705118014698352,0.03458062597030603,0.41244981824280663,0.5869279016990607,70.27265479254416,114.39176193119607,145.62564826821125,5.114347572980849,3489.078075479085,6.140370856926383e-05,7.924698354527813,62.800844010255815,323.0,5.116158743268505,0.0
-50.40000332948484,8.288648527948496,0.218475073313783,0.22585342792491653,186.95857257102261,115.43961065607569,112.92520088079611,3.0955581270362753,0.06672669622381505,0.05864727086806068,0.1403959411998196,0.10234476450709025,0.09396435315264248,0.15668948325960966,0.30043661620393647,0.05631744354138378,0.023819179844917472,0.5372627228498473,0.462079025951428,116.27074432613604,112.92520088079611,141.48341368936445,5.202461867651605,3555.9571150869488,-2.455049936814918e-05,8.288648527912128,68.70169441925988,332.0,5.228792356072183,0.0
-51.561747100571466,8.6553187379126,0.21945259042033236,0.24581340672083205,188.04426210340614,114.97856976437147,112.92520088079611,2.8569025697782027,0.06976235685032549,0.06564700786675795,0.16042745970601502,0.1366864293731893,0.10698996343319767,0.14037567330194964,0.23544741623858223,0.06148162247262446,0.021718633752218146,0.4590233457653745,0.5395132172294854,85.08101953863257,123.19112823359576,149.67823991712558,5.3595822393634585,3775.567979265318,-6.59152181874921e-05,8.655318737661613,74.91454245051622,335.0,5.376900405591581,0.0
-38.62734057851805,8.36122778333465,0.22238514173998045,0.28325718957111856,192.13046318675808,121.88642698863306,112.92520088079611,2.4534457901130584,0.06858317491650924,0.09905932332436801,0.1552362285691868,0.16216530252231792,0.10135664714567282,0.13211853345330665,0.19462707977765997,0.06067483857547641,0.025133303170585205,0.41255375497702823,0.5864006764780547,70.35356054739545,130.5239334855955,151.08241658302245,5.212937784887892,3701.89048970703,2.126156388322642e-05,8.36122778330762,69.91013004435524,342.0,5.160872393819197,0.0
-35.03950064518171,7.423655061788309,0.21652003910068426,0.2638503108241715,197.74078147802638,123.43707197188043,112.92520088079611,2.5806229776189644,0.07740226707072721,0.06831866257431402,0.17055942255034814,0.09367980341533859,0.10172875144696802,0.13938134086108667,0.2522848595977666,0.06831675197181744,0.027566837340815532,0.4875497897714862,0.511688907057696,95.28246226286849,114.39176193119607,145.4700639719695,4.794737635691765,3305.29717200124,-8.732575241802987e-06,7.4236550617831725,55.11065447633892,338.0,4.75459815032755,0.0
-45.10330202633568,7.798372714390498,0.22140762463343108,0.25066275453652326,195.28375520618422,122.28768055603888,112.92520088079611,2.794988138790662,0.10992167860834129,0.10746441595359152,0.10276179805002253,0.10641380643229859,0.0995917982787766,0.13109990434059265,0.26202625276362423,0.05146432909967108,0.028272990654255255,0.47286347685814323,0.5261534973230305,89.87177302119713,112.92520088079611,140.24193992939013,4.927243426250062,3347.5332426308223,2.1861944957277113e-05,7.798372714359853,60.81461699207226,331.0,5.003039373812712,0.0
-43.446465333493045,8.927029622303992,0.2350928641251222,0.27456545944179134,196.21294554306874,125.38379579756607,112.92520088079611,2.9202256722891713,0.09460304635772107,0.11148402417064926,0.10650691311129577,0.1185474919252641,0.09742992108086933,0.13887734684577718,0.23376746689014868,0.055281710647497255,0.04236515513985259,0.47029167952327566,0.5285713966457996,88.97410690528392,112.92520088079611,143.55696300073416,5.437535509285981,3714.1533726028238,9.813267045537602e-05,8.927029621764618,79.69185786786292,342.0,5.492542665512602,0.0
-43.83281834829827,8.77170341403595,0.23118279569892472,0.3134951852090227,193.07423019273352,126.63517984671495,112.92520088079611,2.9171161066125277,0.053851811274201335,0.0658790278259582,0.14904566496129285,0.08110912449814583,0.10963840324692462,0.188929631463581,0.2273150522165298,0.07898806467664254,0.043996887461904374,0.5392296358186577,0.4595240318065228,117.34525258616301,114.39176193119607,146.21742846036759,5.428147337326421,3761.1990346815955,-3.1505958371536025e-05,8.771703413979367,76.9427807828173,339.0,5.385930854058063,0.0
-49.86607666169354,8.190446529255942,0.23607038123167157,0.2991867161266895,194.09809527191328,124.07452445896563,112.92520088079611,2.888238611881758,0.04930149215626251,0.08523590460244111,0.1292165233505036,0.08250855281976477,0.12936649189901742,0.16076876857613284,0.2440930596871566,0.09011334282625177,0.028045026366791476,0.5230201974563327,0.47562896482798944,109.96390803162768,114.39176193119607,149.5272340841901,5.162225432517255,3687.545424739532,-5.1203411055539966e-05,8.190446529095885,67.08341434597884,346.0,5.139100971889991,0.0
-43.24579955559972,7.9539883115349825,0.23216031280547408,0.31975308635048366,199.2489233314552,122.70021117818217,112.92520088079611,2.725607377036191,0.0752588831542359,0.08944521260951249,0.12256004274569082,0.09951090675768803,0.16380798653438255,0.10866582198249605,0.23547700117322196,0.07914683753146311,0.02522787024702063,0.4485175309342017,0.5505830318015098,81.46228725317525,124.65768928399571,157.4673703858094,4.980550981814142,3737.1423993933377,-0.00013026627320615602,7.953988310468265,63.2659300430658,346.0,4.965652860389172,0.0
