amp_en,rms,zcr,Band Energy Ratio,Spectral Centroid,Bandwidth,f0,Mag_norm_f0,bp_50_150,bp_150_200,bp_200_300,bp_300_500,bp_novo,bp_1_harm,bp_2_harm,bp_3_harm,bp_4_harm,harm_energy,noise_energy,hnr,mdf,mnf,mav,wl,mean_v,std_v,var_v,ssc,mavs,Clusters_Kmeans,Clusters_GMM
-124.0768033793583,20.288406489011553,0.2341153470185728,0.14454666042449996,193.24321107742614,124.4162193319871,102.99495141207196,1.109988666687614,0.18089013805862317,0.1695189728974479,0.1618135980872653,0.05237116297454971,0.24233598282055294,0.049287026974212896,0.06661853777456994,0.03870907829670462,0.03691267082833917,0.1915273138738266,0.806929854838439,23.73531140596307,139.2607793740691,164.57667788222196,13.20255866628954,10060.76225169456,4.906655664742299e-05,20.288406488952226,411.6194378609588,376.0,13.097840112429763,1.0,1.0
-116.49295538283813,21.67846221639248,0.24095796676441839,0.2485163467161799,202.5373631937064,130.81158649952118,147.96457808494844,1.183774529281822,0.15787845486675842,0.13186221512264854,0.20965168510988313,0.07738094122522524,0.20033392715280215,0.09647488929159932,0.040402492462146125,0.0563664914086839,0.027534360999811523,0.22077823416224088,0.7771072234773175,28.410266626276048,147.96457808494844,161.45092201944624,13.639195857980173,10513.947302445718,0.00039153662210184015,21.678462212856683,469.95572391425515,381.0,13.853742570589217,1.0,1.0
-139.33302380643204,24.488471674050245,0.23216031280547408,0.29545929439400986,210.26416647051343,134.12319000647364,34.815194843517276,1.1416036925989765,0.1666070588471412,0.10841712539231899,0.1629975468348478,0.08417696037829143,0.17454685981694978,0.12942858611032135,0.062252221873068225,0.0581485206763129,0.05133726426345838,0.30116659292316084,0.6967455512695493,43.224760082639776,140.71141249254902,155.5987376735597,14.76040362678329,11172.615381187628,-0.00014708864557283485,24.488471673608505,599.6852449091261,356.0,14.861576759679961,1.0,1.0
-142.87167413130626,24.834690470909095,0.22825024437927663,0.3185621638383452,207.14644247797156,132.6147414499547,52.22279226527592,1.1373758017577318,0.14442023556247638,0.08510998645419945,0.18493304781933517,0.0893465444667326,0.1677743987037215,0.11165921330014815,0.07345106954811234,0.08685299204965914,0.05477072832170583,0.3267340032196254,0.6715842130064651,48.65123344047302,143.6126787295088,158.66153577913067,15.153778306973166,11148.86302476819,-0.0003139518803456365,24.834690468924688,616.7618506872986,370.0,15.152600405973766,1.0,1.0
-145.55274151811724,23.213051604011017,0.2341153470185728,0.3781280780767772,200.37378897130992,130.12170088242112,102.99495141207196,1.1238487058664146,0.15766332736270586,0.11749251179827933,0.21535741252385232,0.1017930963057247,0.16354227061726187,0.08623645855486818,0.06272065713228663,0.055296781588896,0.03801604757004477,0.2422699448460956,0.755848618607824,32.05270723283257,143.6126787295088,155.5902373960962,14.37003921006147,10382.075580873794,4.789802810125504e-05,23.21305160396161,538.8457647681847,389.0,14.169378379698061,1.0,1.0
-118.59066072148484,20.901473178523567,0.2380254154447703,0.3218308781962456,199.74635152628287,126.76632682763974,168.27344174366684,1.0678368369918254,0.13828819488545901,0.14589535142002835,0.2106063830615218,0.10866188206151821,0.19564855943808762,0.06887665402772908,0.0492603719642597,0.02593186849917568,0.05461111100544449,0.19868000549660894,0.7991003708666149,24.862959990982635,150.8658443219082,167.90611816433412,13.0328253654292,10127.064159456713,-0.0005665675070440426,20.901473170844707,436.8715807115411,397.0,12.939634708894985,1.0,1.0
135.22555909844323,20.651904201889177,0.24486803519061584,0.3172864852455884,199.53379329806245,127.50496616587084,168.27344174366684,1.038573326832455,0.15686330024853654,0.0868013587417134,0.17006453828502482,0.07593866855775469,0.2504038076922987,0.06643853772936759,0.10148131189135727,0.027956287787205745,0.0631116573816599,0.2589877947895905,0.7400716735253281,34.99496117120026,161.0202761512674,177.2528260535448,12.86865181263163,10523.493103498082,2.5587399539311884e-06,20.65190420188904,426.5011471640022,414.0,12.916945961117772,1.0,1.0
-110.25849163992595,20.963080444395924,0.2458455522971652,0.2594708951632554,208.3115893236097,130.18135358606526,113.14938324143115,1.2527375451387535,0.13391208505852897,0.07504389931387155,0.0989374507200884,0.09934421823602552,0.2453566005147853,0.12519977744630728,0.1611074424472746,0.02299830052792197,0.03701712269605275,0.34632264311755656,0.6525942538432998,53.06860136714972,130.5569806631898,171.32104332346165,13.346707929043074,10790.128916319078,-0.0003895184088341108,20.963080440777077,439.4507415664904,407.0,13.416163765585738,1.0,1.0
-97.01804072399098,21.052487210971375,0.24486803519061584,0.2785208325620486,213.67780889038391,130.57497160917615,113.14938324143115,1.0699172419776999,0.15543774571593844,0.08820955845365783,0.09111377090401436,0.10810212782932423,0.26418365076172906,0.09729939370488348,0.10758884195131511,0.050820051590252456,0.03576251831187368,0.2914708055583247,0.7070468536646639,41.223690346290745,156.66837679582775,176.9902625526511,13.46785994132538,11100.334821667457,-0.0001101344605289184,21.052487210683278,443.2072177559829,412.0,13.454291577279118,1.0,1.0
117.17395734550297,21.665329694959777,0.24780058651026393,0.3395526023424119,213.866120157063,134.2399104039592,24.66076301415807,1.1339492984289088,0.1793979031380683,0.10946667164381184,0.11146753278907094,0.12064100963832196,0.23522845307250162,0.07592138555293511,0.0714285675914363,0.04961446538818143,0.044829833264826424,0.24179425179737926,0.7562015702817747,31.974841272408693,149.41521120342833,170.18199441305626,13.717294904262648,11476.105978259713,-0.0003281828938748732,21.665329692474156,469.3865106836023,402.0,13.827095008759152,1.0,1.0
-127.85981043974817,24.26709467569894,0.2458455522971652,0.3325012571514202,217.68318654825754,135.2344418522175,34.815194843517276,1.2670005509880538,0.19566033789155632,0.08861289816408494,0.1265977981672907,0.12689861946619485,0.22400077541788785,0.06808382371459805,0.08904646771577386,0.04514429785784998,0.03382109495658142,0.23609568424480332,0.7617704291070146,30.9930229926694,142.1620456110289,165.39841140753978,15.167223995763175,12168.66857309124,0.00015182299456865944,24.26709467522402,588.891883976286,394.0,15.442055037231817,1.0,1.0
-197.6971752400332,28.073159384552124,0.24682306940371457,0.33829963289610615,213.35869174597727,135.5890662167776,34.815194843517276,1.5085282742616577,0.21307179160320755,0.07577354710025443,0.16791292844090042,0.13386339917767395,0.2013324439778914,0.06065129028734026,0.06847086621041487,0.03326253873704818,0.04461792541391497,0.20700262064871827,0.7919541102999278,26.138209014416397,149.41521120342833,162.1646514803192,16.671814984809448,12946.032778394201,0.00042109964335340644,28.073159381393864,788.1022776531424,393.0,16.759405506522743,1.0,1.0
-207.66143268403863,26.325479028017835,0.23998044965786902,0.35707421192636135,206.80774198784354,131.53576252086202,49.32152602831614,1.273939062972265,0.17082212547444928,0.08540188565350733,0.21927604025396183,0.16269932183076966,0.19706104554382597,0.04532717004780684,0.066731417585793,0.03143227115169907,0.0197227683735316,0.1632136271588305,0.835260418756514,19.54044792420762,162.4709092697473,168.75504161218473,15.716399913906164,12167.285464077017,4.928408642291063e-05,26.325479027971735,693.0308460521796,388.0,15.418948427533575,1.0,1.0
120.68235396682229,21.762248784139636,0.2536656891495601,0.3740888428311769,205.5866906578273,128.07802639497646,49.32152602831614,0.8629029825610255,0.14558319581343304,0.11241100082302806,0.157751715081244,0.1313151038377339,0.22017519990633724,0.0877437121426213,0.09940932316197423,0.027164741315438133,0.016310626574773595,0.23062840319480726,0.7672362154617763,30.059634640121676,140.71141249254902,165.82016620981858,13.990441687305085,10944.52102087748,0.00018598795971994792,21.762248783344873,473.5954721081954,385.0,13.885417914059573,1.0,1.0
129.0674287557916,21.78338137969383,0.25562072336265884,0.2749694220855164,207.46721523577506,128.08890585773227,56.574691620715576,1.0143106259320571,0.1310477426203513,0.11604536212143415,0.08803019713022081,0.1238904868295095,0.24395782518266051,0.10445240075338914,0.11803324166246865,0.050268317048105506,0.0227602087264042,0.2955141681903675,0.7029716138841762,42.03785221954026,152.3164774403881,169.70254530301625,13.576817988347695,11066.689672931232,2.804466180703069e-05,21.783381379675777,474.51570433240533,387.0,13.554912783644632,1.0,1.0
-127.18765584283494,22.13899283725742,0.2565982404692082,0.29719058278854854,206.39747830856695,131.92463275045483,113.14938324143115,1.1559334450435865,0.12344385905504317,0.10185119283620135,0.12347181672374873,0.13551867604505924,0.21424000971557072,0.10966996807099036,0.0962127842520844,0.07147693203887182,0.022307430143649904,0.29966711450559647,0.6985255543756232,42.89995013468402,155.21774367734787,169.25309183063447,13.646339790286786,11189.30640081174,0.0004999366919996029,22.138992831612715,490.1350035981992,387.0,13.704642302773786,1.0,1.0
-211.30930149184772,23.534037769891032,0.25757575757575757,0.3028648386376667,208.10397499196316,130.38043483800493,113.14938324143115,1.4113861347363996,0.12527824012767996,0.1469515060550874,0.11916122523310313,0.13612241391076785,0.18718100122494793,0.08068590862676253,0.13290551133862846,0.03392690438859792,0.03592554995706161,0.2834438743110505,0.7146943865515862,39.659451598364434,134.90888001862945,162.10409813806137,13.914768830774538,10872.665414260275,8.466861223398181e-05,23.5340377697387,553.8509337474876,394.0,13.93675049377632,1.0,1.0
-121.8896769571451,21.658487565518765,0.2565982404692082,0.30140700369605755,208.06820700093652,129.38867507803272,113.14938324143115,1.326775551320076,0.15250082758880062,0.11687440025714618,0.13486843340789828,0.13769408237119174,0.20119115129795861,0.06879490540041804,0.12988451786446611,0.027100783394629055,0.02828772429369661,0.2540679309532098,0.7431288949229954,34.18894524067658,140.71141249254902,163.24688897400256,13.519298622816592,10791.934503432152,0.0002531949727362093,21.658487564038786,469.0900835616227,408.0,13.393617344050401,1.0,1.0
-124.39353443747112,20.201452398877027,0.2644183773216031,0.24800866852411793,206.35411166630502,130.20596389408018,56.574691620715576,1.1849642012168886,0.15731749298614947,0.061214462935763755,0.09934935895653434,0.16488844178579898,0.2691564458467554,0.09785571955911386,0.07407324383122703,0.051551021971800046,0.022865363784650747,0.24634534914679168,0.751926202511002,32.76190513428206,179.87850669150595,180.16960398837904,12.477824559137837,10611.660468667516,-0.0003060728232540527,20.201452396558377,408.09867893041417,410.0,12.348811242058122,1.0,1.0
-99.88059583521635,18.637238625493037,0.25562072336265884,0.2787977378334072,207.59197983261672,131.0537740199427,56.574691620715576,1.0031452715890197,0.13783772171216646,0.06051803913163036,0.1809867178737221,0.111612165361205,0.21363303433138173,0.08985328124984253,0.06910225973834913,0.10660785464899276,0.02746127365873711,0.2930246692959215,0.7045876784101056,41.58810582051514,163.92154238822718,173.77927863997047,11.742774146418956,9899.318562911249,-0.00048267718876292276,18.637238619242723,347.34666335059245,391.0,11.664143593226319,1.0,1.0
